player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Zach Allen,49605,DI,DEN,17,1,10,29,38,0,10,16,2,33,203,30,8.4,4,3,2,4,98.7,620,628,81,7.7,1,19,22,2,67,412,50,7.2,9,10,5,14,14,7
Mohamed Kamara,97731,ED,MIA,4,0,17,1,1,0,0,1,0,30.8,4,1,12.5,0,0,0,0,81.3,13,16,2,7.7,0,1,0,0,69.2,9,1,5.6,0,0,0,0,0,0
Darrell Taylor,36001,ED,CHI,16,0,6,7,20,0,5,10,0,51.8,113,16,7.5,1,2,1,0,93.6,218,233,30,7.6,0,2,10,0,48.2,105,14,7.6,2,4,2,3,6,3
Jesse Luketa,81361,ED,ARZ,10,0,1,1,4,0,0,2,0,55.6,40,3,5,1,2,1,0,69.9,72,103,8,7.6,0,1,2,0,44.4,32,5,10.9,2,2,0,3,4,1
Terrel Bernard,57739,LB,BUF,16,0,4,2,7,0,1,4,0,40,22,5,11.4,0,0,0,0,11.2,59,525,9,7.6,0,1,3,0,60,33,4,6.1,0,0,0,0,0,0
Javon Hargrave,10723,DI,SF,3,0,28,0,7,0,0,1,0,6.9,4,1,12.5,0,0,0,1,100,59,59,8,7.6,0,0,5,1,93.1,54,6,6.5,1,2,1,1,2,1
Jerome Baker,28091,LB,TEN,10,0,31,1,5,0,0,2,0,50,20,2,5,0,0,0,0,12.7,40,316,6,7.5,0,1,3,0,50,20,4,10,0,0,0,0,0,0
Odafe Oweh,82161,ED,BLT,19,0,3,16,28,0,9,14,3,36.4,160,28,10.3,5,8,4,3,92.8,440,474,55,7.5,0,7,14,0,63.6,279,27,5.9,6,8,3,11,16,7
Cameron Heyward,6183,DI,PIT,18,1,25,12,38,0,0,2,1,3.5,16,2,6.3,0,0,0,3,100,469,469,60,7.5,1,12,34,1,96.5,435,56,7.6,10,10,5,10,10,5
Josh Sweat,50120,ED,PHI,20,1,24,9,46,0,0,8,1,14.5,74,13,12.2,5,4,0,3,92.6,511,552,66,7.5,1,9,38,2,85.5,437,53,6.8,6,8,2,11,12,2
Dorance Armstrong,48557,ED,WAS,19,1,32,8,33,1,8,23,5,70.7,287,38,7.8,7,9,3,5,96.5,408,423,51,7.5,0,0,10,0,29.3,119,13,6.7,3,4,1,10,13,4
Quinnen Williams,44216,DI,NYJ,16,1,22,9,38,0,2,4,1,16.1,62,6,4.8,0,0,0,3,98.8,406,411,54,7.5,1,6,33,2,83.9,324,45,7.9,6,7,2,7,7,2
Keir Thomas,42509,ED,LA,3,0,26,0,4,0,0,0,0,29.6,8,0,0,0,0,0,0,87.1,27,31,4,7.4,0,0,4,0,70.4,19,4,10.5,0,0,0,0,0,0
George Karlaftis,98319,ED,KC,19,2,16,25,39,2,21,35,1,86,514,66,7.4,10,13,3,1,94.9,598,630,76,7.4,0,4,4,0,14,84,10,7.1,2,2,1,12,15,4
Dexter Lawrence,25991,DI,NYG,12,0,21,5,21,0,5,12,2,64,190,25,8.7,8,7,1,2,99.4,312,314,36,7.4,0,0,8,0,36,107,10,5.6,2,3,1,10,10,2
Michael Hoecht,108840,ED,LA,19,0,26,3,22,0,3,12,0,50.6,119,17,8,2,1,0,1,61.9,236,381,30,7.4,0,0,9,0,49.4,116,12,6.5,3,1,0,5,2,0
Pete Werner,58093,LB,NO,13,0,20,0,5,0,0,1,0,40.6,13,1,3.8,0,0,0,0,8.7,34,390,5,7.4,0,0,3,0,59.4,19,3,7.9,0,0,0,0,0,0
Jayden Peevy,56876,DI,CAR,4,1,5,2,1,0,1,1,0,14.6,7,2,14.3,0,0,0,0,100,48,48,5,7.3,1,1,0,0,85.4,41,3,6.1,2,2,0,2,2,0
Isaiah McGuire,98948,ED,CLV,16,1,8,5,21,1,3,19,2,78.9,172,24,7.6,2,2,2,2,95.6,219,229,29,7.3,0,2,2,0,21.1,46,5,6.5,1,1,1,3,3,3
Derick Hall,98130,ED,SEA,17,1,29,13,23,1,6,11,1,45.8,162,22,8.3,5,6,4,2,91,354,389,44,7.3,0,7,12,1,54.2,192,22,6.5,3,3,1,8,9,5
Kevin Givens,28308,DI,SF,7,0,28,2,5,0,1,0,0,12.9,13,2,11.5,1,1,0,1,100,103,103,11,7.3,0,1,5,1,87.1,88,9,6.8,3,3,1,4,4,1
Maxx Crosby,26316,ED,LV,12,1,23,12,34,0,10,28,0,82.6,352,45,7.4,7,10,5,1,98.2,427,435,54,7.3,1,2,6,1,17.4,74,9,6.8,1,1,0,8,11,5
Leonard Williams,9439,DI,SEA,16,1,29,15,28,1,9,12,2,53.4,234,25,6.2,4,6,3,3,96.5,447,463,54,7.3,0,6,15,0,46.6,204,28,8.6,7,9,4,11,15,7
Carl Granderson,48500,ED,NO,17,0,20,6,45,0,2,39,2,72.4,349,49,8.2,8,7,4,4,94.5,482,510,60,7.2,0,4,6,2,27.6,133,11,4.5,1,2,3,9,9,7
DeMarcus Lawrence,8669,ED,DAL,4,0,9,2,4,0,0,2,2,67.5,56,5,7.1,3,3,0,3,96.5,83,86,9,7.2,0,2,2,1,32.5,27,4,7.4,0,0,0,3,3,0
Chandler Wooten,57726,LB,CAR,3,0,5,0,2,0,0,1,0,69.2,9,1,5.6,0,0,0,0,15.7,14,89,2,7.1,0,0,0,0,30.8,4,0,0,0,0,0,0,0,0
Malik Hooker,11770,S,DAL,17,0,9,1,0,0,1,0,0,71.4,5,1,10,0,0,0,0,1.2,7,591,1,7.1,0,0,0,0,28.6,2,0,0,0,0,0,0,0,0
Eric Kendricks,9478,LB,DAL,15,1,9,1,1,0,1,0,0,42.6,23,2,6.5,1,1,0,0,11.3,56,497,5,7.1,0,0,1,0,57.4,31,2,4.8,1,0,1,3,2,1
Cameron Mitchell,97340,CB,CLV,16,0,8,0,1,0,0,0,0,57.1,4,0,0,0,0,0,0,3.2,7,222,1,7.1,0,0,1,0,42.9,3,1,16.7,0,0,0,0,0,0
Arnold Ebiketie,56862,ED,ATL,17,1,2,7,26,0,2,17,1,47.9,152,24,9.5,5,7,5,1,85.7,317,370,39,7.1,1,5,9,0,52.1,165,15,4.8,1,2,1,6,9,6
Michael Pierce,11101,DI,BLT,13,2,3,1,12,0,0,7,0,44.5,61,9,9,2,3,2,0,96.7,147,152,17,7.1,2,1,5,0,55.5,76,8,6.6,2,2,0,4,5,2
Marcus Davenport,50291,ED,DET,2,0,11,3,3,0,1,1,0,41.1,23,2,4.3,0,0,0,1,96.6,56,58,7,7.1,0,2,2,1,58.9,33,5,9.1,1,0,0,1,0,0
Joe Andreessen,108177,LB,BUF,6,0,4,1,0,0,0,0,0,40,2,0,0,0,0,0,0,10.3,7,68,1,7.1,0,0,0,0,60,3,0,0,0,0,0,0,0,0
Markees Watts,84537,ED,TB,3,0,30,0,1,0,0,0,0,57.1,4,0,0,0,0,0,0,77.8,7,9,1,7.1,0,0,1,0,42.9,3,1,16.7,0,0,0,0,0,0
Devon Witherspoon,101388,CB,SEA,17,0,29,1,5,0,0,3,1,46.3,19,3,7.9,0,0,0,1,6.5,42,645,6,7.1,0,1,1,0,53.7,22,2,4.5,0,0,0,0,0,0
Rashan Gary,42905,ED,GB,18,0,12,7,33,0,5,20,1,71.1,288,31,6.4,6,8,2,2,99.8,406,407,49,7.1,0,2,13,1,28.9,117,18,9,3,2,0,9,10,2
De'Vondre Campbell,10749,LB,SF,13,0,28,0,3,0,0,2,0,61.9,13,2,7.7,0,0,0,0,5.3,21,394,3,7.1,0,0,1,0,38.1,8,1,6.3,0,0,0,0,0,0
Cameron Goode,38410,ED,MIA,2,0,17,0,1,0,0,1,0,57.1,4,1,12.5,0,0,0,0,77.8,7,9,1,7.1,0,0,0,0,42.9,3,0,0,0,0,0,0,0,0
Minkah Fitzpatrick,51206,S,PIT,18,0,25,0,1,0,0,0,0,42.9,3,0,0,0,0,0,0,1.1,7,657,1,7.1,0,0,1,0,57.1,4,1,12.5,0,0,0,0,0,0
Jarran Reed,10683,DI,SEA,17,1,29,10,34,0,5,19,0,49.7,184,26,7.6,2,2,0,1,94.7,373,394,48,7,1,5,15,1,50.3,186,22,6.5,2,3,2,4,5,2
Bryce Huff,27128,ED,PHI,14,0,24,1,20,0,1,19,2,93.9,168,22,7.1,2,2,0,2,96.8,179,185,23,7,0,0,1,0,6.1,11,1,4.5,0,0,0,2,2,0
Joey Bosa,10637,ED,LAC,15,1,27,10,23,1,4,14,0,61.7,200,21,6,3,3,0,1,98.5,324,329,39,6.9,0,6,9,1,38.3,124,18,8.5,3,6,3,6,9,3
Osa Odighizuwa,42754,DI,DAL,17,0,9,14,39,0,9,16,1,60.3,286,28,5.4,3,4,2,5,100,487,487,60,6.9,0,4,23,4,39.7,188,31,9.3,4,6,2,7,10,4
David Long Jr.,29367,LB,DET,10,0,11,0,4,0,0,2,0,67.9,19,2,5.3,0,0,0,0,15.6,29,186,4,6.9,0,0,1,0,32.1,9,1,5.6,0,0,0,0,1,1
Dre'Mont Jones,28075,ED,SEA,17,1,29,11,31,1,5,21,2,56.7,198,29,8.1,3,3,0,2,96.7,350,362,45,6.9,0,6,9,0,43.3,151,15,5,0,1,1,3,4,1
DeAngelo Malone,56941,ED,ATL,9,0,2,1,3,0,1,3,1,40.4,23,5,13,1,2,1,1,76.3,58,76,6,6.9,0,0,0,0,59.6,34,1,2.9,1,1,1,2,3,2
Isaiah Simmons,42451,LB,NYG,12,0,21,1,2,0,1,0,0,36.4,8,1,6.3,0,0,0,1,16.4,22,134,3,6.8,0,0,2,1,63.6,14,2,7.1,0,0,0,0,0,0
D.J. Wonnum,44550,ED,CAR,8,0,5,2,19,0,0,0,0,3.3,7,0,0,0,0,0,4,86.2,212,246,25,6.8,0,2,19,4,96.7,205,25,7.1,4,5,2,4,5,2
Jalen Reeves-Maybin,11879,LB,DET,11,0,11,0,3,0,0,2,0,72.2,13,2,7.7,0,0,0,1,18.2,22,121,3,6.8,0,0,0,0,27.8,5,0,0,0,0,0,0,0,0
Chris Braswell,123908,ED,TB,18,0,30,6,11,0,3,7,1,69.8,118,13,6.8,3,2,0,1,84.1,169,201,20,6.8,0,3,4,0,30.2,51,7,6.9,0,0,1,3,2,1
Jourdan Lewis,11846,CB,DAL,16,0,9,1,0,0,1,0,0,59.1,13,2,11.5,1,1,0,0,4.3,22,511,2,6.8,0,0,0,0,40.9,9,0,0,0,1,1,1,2,1
K.J. Britt,57727,LB,TB,15,1,30,1,4,1,0,1,0,55.3,26,2,5.8,1,0,0,0,14.1,52,370,6,6.7,0,0,2,0,44.7,21,2,4.8,0,0,0,1,0,0
Cameron Thomas,82387,ED,CLV,7,0,8,1,1,0,0,0,0,46.7,14,1,7.1,1,1,0,0,96.8,30,31,3,6.7,0,1,1,0,53.3,16,2,6.3,0,0,0,1,1,0
Tyree Wilson,82432,ED,LV,16,1,23,6,26,1,5,11,2,53.2,167,18,6,2,2,1,5,96.6,314,325,37,6.7,0,1,15,3,46.8,147,19,7.5,3,4,2,5,6,3
Shaq Thompson,9458,LB,CAR,4,0,5,1,1,0,0,0,0,53.8,7,0,0,0,0,0,0,12.3,15,122,2,6.7,0,1,0,0,46.2,6,1,8.3,0,0,0,0,0,0
Gervon Dexter Sr.,124374,DI,CHI,15,0,6,14,19,0,11,19,2,94.5,307,36,6.8,6,7,3,2,98.8,338,342,39,6.7,0,2,0,0,5.5,18,2,5.6,0,0,0,6,7,3
DeForest Buckner,10641,DI,IND,12,2,14,7,21,1,5,9,3,43.3,133,16,6.8,2,4,2,6,99.4,316,318,35,6.6,1,2,12,3,56.7,174,19,6.9,5,5,2,7,9,4
Kobie Turner,66894,DI,LA,19,2,26,3,49,1,1,30,3,57.4,295,36,6.9,5,5,2,4,100,542,542,62,6.6,1,1,17,1,42.6,219,23,6.4,5,6,1,10,14,6
Kayvon Thibodeaux,98444,ED,NYG,12,0,21,9,23,0,1,5,1,24.4,81,6,3.7,0,0,0,2,98.2,332,338,38,6.6,0,8,18,1,75.6,251,32,7.6,6,7,1,6,7,1
Tuli Tuipulotu,131840,ED,LAC,18,1,27,8,25,0,7,22,2,71.2,275,37,8.2,8,8,0,2,84.5,387,458,42,6.6,1,1,3,0,28.8,111,5,2.7,1,0,1,9,8,1
Arron Mosby,55908,ED,GB,10,0,12,1,8,0,1,6,2,65.1,54,8,8.3,1,1,0,2,86.5,83,96,10,6.6,0,0,2,0,34.9,29,2,3.4,0,0,0,1,1,0
Dalvin Tomlinson,11810,DI,CLV,16,1,8,11,21,1,10,14,0,74.2,216,28,7.4,4,6,2,0,98.1,302,308,36,6.6,0,1,7,0,25.8,75,8,5.3,0,0,0,4,6,2
Zaven Collins,77190,ED,ARZ,17,0,1,2,23,0,2,15,1,51.8,144,17,5.9,0,0,1,2,77.6,281,362,31,6.6,0,0,8,1,48.2,134,14,7.5,6,5,2,6,5,3
Nate Hobbs,55948,CB,LV,11,0,23,1,2,0,1,2,1,52.2,12,3,12.5,0,0,0,1,7.3,23,314,3,6.5,0,0,0,0,47.8,11,0,0,0,0,0,0,0,0
Keion White,60998,ED,NE,17,3,19,9,30,1,4,10,1,46.4,179,19,6.7,5,7,4,3,87.4,395,452,45,6.5,2,4,20,2,53.6,207,25,6.3,1,3,5,6,10,9
Haason Reddick,11768,ED,NYJ,10,1,22,3,20,0,3,19,2,77.6,173,25,8.1,3,2,1,2,92.5,223,241,26,6.5,1,0,1,0,22.4,50,1,1,0,0,0,3,2,1
Jalen Pitre,57737,S,HST,12,0,13,2,4,0,2,3,0,56.5,26,5,9.6,0,0,0,0,11.4,46,404,6,6.5,0,0,1,0,43.5,20,1,2.5,0,1,1,0,1,1
Travon Walker,98940,ED,JAX,17,0,15,6,40,0,6,33,4,83.6,427,48,6.7,9,11,3,4,97.5,511,524,56,6.5,0,0,7,0,16.4,84,8,5.4,1,2,1,10,13,4
Henry To'oTo'o,98982,LB,HST,17,0,13,0,7,0,0,4,0,49.1,26,4,7.7,0,0,0,0,10.2,54,530,7,6.5,0,0,3,0,50.9,27,3,5.6,0,0,0,0,0,0
Jalyx Hunt,105989,ED,PHI,13,0,24,2,13,0,0,4,1,21,38,5,7.9,1,1,0,2,91,181,199,19,6.4,0,2,9,1,79,143,14,5.9,3,3,2,4,4,2
Logan Wilson,29623,LB,CIN,11,0,7,3,6,0,1,3,0,68.3,43,4,4.7,0,1,1,0,16.9,70,415,9,6.4,0,1,2,0,31.7,20,3,7.5,0,1,1,0,2,2
Tykee Smith,99500,CB,TB,14,0,30,2,5,0,2,2,0,38.2,21,4,9.5,0,0,0,1,11.5,55,477,7,6.4,0,0,3,1,61.8,34,3,4.4,0,0,1,0,0,1
Jaquelin Roy,124111,DI,NE,5,0,19,0,2,0,0,0,0,62.5,20,1,5,1,1,0,0,100,47,47,4,6.4,0,0,1,0,37.5,12,2,12.5,1,1,0,2,2,0
Nnamdi Madubuike,44304,DI,BLT,19,1,3,8,41,0,4,23,1,53.4,298,32,6.2,5,4,2,1,97.9,559,571,60,6.4,1,4,18,0,46.6,260,28,6.5,6,5,1,11,9,3
Zach Sieler,66917,DI,MIA,15,4,17,6,29,2,1,8,2,20.7,90,11,7.2,2,2,0,5,97.8,447,457,46,6.4,2,5,20,3,79.3,345,33,5.9,8,11,4,11,14,4
SirVocea Dennis,99767,LB,TB,4,0,30,0,0,0,0,0,0,40,6,0,0,0,0,0,0,21.6,16,74,1,6.3,0,0,0,0,60,9,1,11.1,1,1,0,1,1,0
Vita Vea,48956,DI,TB,17,1,30,6,40,0,2,22,1,50.2,215,26,6.5,2,2,0,1,98.5,475,482,53,6.3,1,3,16,0,49.8,213,23,6.3,4,4,0,7,7,0
Justin Simmons,10732,S,ATL,16,0,2,0,2,0,0,0,0,0,0,0,,0,0,0,0,2.7,16,595,2,6.3,0,0,2,0,100,16,2,6.3,0,0,0,0,0,0
Cameron Sutton,11850,CB,PIT,10,0,25,1,1,0,1,0,0,37.5,6,1,8.3,0,0,0,0,8.4,16,191,2,6.3,0,0,1,0,62.5,10,1,5,0,0,0,0,0,0
Anthony Walker Jr.,11916,LB,MIA,11,0,17,0,4,0,0,0,0,40.6,13,0,0,0,1,1,0,10.5,32,306,4,6.3,0,0,4,0,59.4,19,4,10.5,0,0,0,0,1,1
Demani Richardson,98852,S,CAR,7,0,5,0,1,0,0,1,1,62.5,5,1,10,0,0,1,1,4,8,201,1,6.3,0,0,0,0,37.5,3,0,0,0,0,0,0,0,1
Calijah Kancey,99822,DI,TB,13,0,30,10,22,0,6,14,1,53.9,202,25,7.4,5,6,5,3,98.2,383,390,40,6.3,0,4,8,2,46.1,173,15,5.2,3,3,0,8,9,5
Malik Mustapha,142358,S,SF,15,0,28,0,1,0,0,1,0,75,6,1,8.3,0,0,0,0,2,8,398,1,6.3,0,0,0,0,25,2,0,0,0,0,0,0,0,0
Baron Browning,58095,ED,ARZ,13,0,1,1,22,0,0,6,1,33.5,67,6,4.5,0,1,1,1,85.1,200,235,24,6.3,0,1,16,0,66.5,133,18,7.1,1,1,0,1,2,1
Willie Gay,57987,LB,NO,13,0,20,0,1,0,0,1,1,58.3,14,1,3.6,0,0,0,1,18.8,24,128,2,6.3,0,0,0,0,41.7,10,1,10,1,1,0,1,1,0
Richie Grant,43196,S,ATL,11,0,2,0,1,0,0,0,0,62.5,5,0,0,0,0,0,0,6.6,8,121,1,6.3,0,0,1,0,37.5,3,1,16.7,0,0,0,0,0,0
Adetokunbo Ogundeji,44047,ED,PIT,3,0,25,0,2,0,0,2,0,56.3,9,2,11.1,0,0,0,0,84.2,16,19,2,6.3,0,0,0,0,43.8,7,0,0,0,0,0,0,0,0
Yetur Gross-Matos,56444,ED,SF,11,0,28,3,14,0,1,5,0,27.1,54,7,7.4,1,1,0,0,99,199,201,21,6.3,0,2,9,0,72.9,145,14,5.9,3,3,1,4,4,1
Jonathan Allen,11772,DI,WAS,11,0,32,6,17,0,1,1,0,6,13,2,7.7,0,0,0,1,99.6,229,230,26,6.3,0,4,16,1,94,203,23,6.4,3,7,5,3,7,5
Anthony Nelson,48405,ED,TB,18,1,30,9,20,1,6,9,0,50,147,16,5.8,1,1,0,1,76,295,388,33,6.3,0,3,11,1,50,147,17,6.8,3,3,1,4,4,1
Moro Ojomo,76927,DI,PHI,21,0,24,5,33,0,2,8,1,29.4,93,11,6.5,1,1,1,1,100,319,319,39,6.3,0,3,24,0,70.6,223,27,6.1,0,0,3,1,1,4
Jaelan Phillips,56902,ED,MIA,4,0,17,1,5,0,0,5,0,96.9,62,6,5.6,1,1,0,0,78,64,82,7,6.3,0,1,0,0,3.1,2,1,25,0,0,0,1,1,0
Alim McNeill,76996,DI,DET,14,0,11,3,38,0,2,22,1,53.5,201,28,8,4,4,1,1,98.8,398,403,45,6.2,0,1,15,0,46.5,175,16,4.6,0,1,1,4,5,2
Maliek Collins,10701,DI,SF,17,2,28,6,33,2,3,26,4,88.2,365,35,5.6,6,5,2,4,99.8,414,415,45,6.2,0,3,7,0,11.8,49,10,10.2,0,0,0,6,5,2
Kwity Paye,56713,ED,IND,15,1,14,4,25,1,3,20,0,69.1,251,28,6.6,5,9,4,0,97.8,363,371,37,6.2,0,1,5,0,30.9,112,9,5.4,3,4,2,8,13,6
K'Lavon Chaisson,57945,ED,LV,15,0,23,4,19,0,0,1,0,16.3,46,3,5.4,2,3,1,3,88.2,283,321,29,6.2,0,4,18,3,83.7,237,26,6.3,4,5,3,6,8,4
Trevor Nowaske,169859,ED,DET,14,0,11,2,12,0,2,4,0,49.7,72,8,6.9,2,2,1,0,68.1,145,213,16,6.2,0,0,8,0,50.3,73,8,5.5,0,0,0,2,2,1
Arden Key,50201,ED,TEN,16,0,31,8,24,0,0,1,0,8.4,32,1,1.6,0,0,0,4,94.5,380,402,39,6.1,0,8,23,4,91.6,348,38,6.5,7,8,2,7,8,2
T.J. Watt,11785,ED,PIT,18,1,25,17,27,1,16,27,1,98.6,546,55,6.1,12,13,2,1,94.7,554,585,56,6.1,0,1,0,0,1.4,8,1,6.3,0,0,0,12,13,2
Jalen Carter,124019,DI,PHI,20,1,24,16,52,1,14,48,2,96.5,635,69,6,7,7,5,2,99.6,668,671,75,6.1,0,2,3,0,3.5,23,5,10.9,0,0,0,7,7,5
Levi Onwuzurike,43679,DI,DET,17,0,11,14,30,0,6,17,2,50.4,206,23,5.6,0,2,2,2,98.6,410,416,47,6.1,0,8,13,0,49.6,203,24,6.7,3,3,2,3,5,4
Germaine Pratt,29407,LB,CIN,17,0,7,3,4,0,3,3,0,55.4,31,6,9.7,0,1,2,0,9.4,57,604,7,6.1,0,0,1,0,44.6,25,1,2,0,0,1,0,1,3
Mack Wilson Sr.,43190,LB,ARZ,16,0,1,3,9,0,2,2,1,50,74,5,4.1,1,1,1,1,36.5,149,408,15,6,0,1,6,0,50,74,9,7.4,2,2,0,3,3,1
Carl Lawson,11871,ED,DAL,15,0,9,6,15,0,1,3,1,18.2,50,4,4,0,0,0,3,96.2,275,286,27,6,0,5,12,2,81.8,225,23,6.4,6,4,0,6,4,0
Tyrus Wheat,124191,ED,DAL,7,0,9,0,6,0,0,4,0,56.7,38,4,5.3,0,1,2,0,98.5,67,68,7,6,0,0,2,0,43.3,29,3,6.9,1,0,0,1,1,2
Jalyn Holmes,48400,DI,WAS,19,0,32,1,11,0,0,6,0,48.5,65,7,6.2,1,1,0,0,96.4,134,139,14,6,0,1,5,0,51.5,69,7,5.8,1,1,0,2,2,0
Dee Alford,110542,CB,ATL,16,0,2,0,0,0,0,0,0,41.2,7,0,0,0,1,1,0,3.5,17,480,1,5.9,0,0,0,0,58.8,10,1,10,1,1,0,1,2,1
Jeffery Simmons,43742,DI,TEN,16,3,31,6,34,1,2,20,1,56.5,236,24,5.5,2,2,2,3,96.8,423,437,45,5.9,2,4,12,2,43.5,182,19,6,3,5,3,5,7,5
Kader Kohou,156070,CB,MIA,15,0,17,0,2,0,0,1,1,47.1,8,1,6.3,0,0,0,1,3.7,17,461,2,5.9,0,0,1,0,52.9,9,1,5.6,0,0,0,0,0,0
Calais Campbell,4364,DI,MIA,17,1,17,7,27,1,6,20,3,71.2,264,31,6.8,5,5,0,4,96.7,376,389,39,5.9,0,1,6,1,28.8,107,7,3.3,0,0,1,5,6,2
Jonah Elliss,146458,ED,DEN,18,1,10,0,14,1,0,10,0,61.3,133,13,6,3,3,2,2,82.8,222,268,20,5.9,0,0,4,1,38.7,84,7,6,3,4,1,6,7,3
Denico Autry,8982,ED,HST,12,1,13,4,16,0,2,12,0,59.8,143,18,7.7,4,4,2,0,99.2,239,241,24,5.9,1,2,4,0,40.2,96,6,3.1,0,0,0,4,4,2
Mario Edwards Jr.,9468,DI,HST,15,0,13,7,20,0,3,8,1,42.1,134,14,6.3,3,3,1,2,100,328,328,33,5.9,0,3,12,1,57.9,184,17,5.2,2,4,3,6,7,4
Laiatu Latu,100551,ED,IND,17,1,14,9,25,0,2,4,1,16.7,59,7,6.8,1,1,1,4,97.8,355,363,38,5.9,1,7,20,3,83.3,294,30,5.6,3,4,2,4,5,3
Takk McKinley,11781,ED,NYJ,7,0,22,1,4,0,0,0,0,57.6,34,0,0,0,0,0,0,96.7,59,61,6,5.9,0,1,4,0,42.4,25,6,14,1,1,0,1,1,0
Ed Oliver,42200,DI,BUF,17,2,4,12,34,1,4,21,0,44.4,191,25,6.5,0,1,2,0,99.3,440,443,49,5.9,1,8,9,0,55.6,239,20,4.8,3,6,4,3,7,6
Cedric Johnson,124136,ED,CIN,7,0,7,2,2,0,2,2,0,94.2,49,5,6.1,1,1,1,0,96.3,52,54,5,5.8,0,0,0,0,5.8,3,0,0,0,0,0,1,1,1
KJ Henry,76808,ED,DAL,4,0,9,0,1,0,0,0,0,50,13,0,0,0,0,0,0,96.3,26,27,2,5.8,0,0,1,0,50,13,2,11.5,1,1,0,1,1,0
Tim Settle,48966,DI,HST,19,0,13,4,34,0,1,23,2,67.2,272,28,5.9,4,5,2,3,100,412,412,43,5.8,0,3,10,1,32.8,133,13,4.9,0,1,1,5,7,3
Joshua Uche,27379,ED,KC,12,0,16,1,9,0,1,6,0,57.5,69,8,6.5,1,3,3,0,73.6,120,163,12,5.8,0,0,3,0,42.5,51,4,4.9,1,2,2,2,5,5
Armon Watts,27844,DI,NYG,5,0,21,0,5,0,0,2,0,40.5,17,2,5.9,0,0,0,1,97.7,43,44,5,5.8,0,0,3,1,59.5,25,3,6,0,0,0,0,0,0
Zacch Pickens,98911,DI,CHI,9,1,6,1,8,0,0,4,0,40,36,5,8.3,1,1,0,0,99,95,96,10,5.8,1,1,3,0,60,54,4,3.7,0,0,0,1,1,0
Roquan Smith,50892,LB,BLT,18,0,3,2,6,0,0,2,0,42.9,30,3,6.7,1,0,0,0,12.6,87,691,9,5.7,0,1,3,0,57.1,40,4,5,0,1,1,1,1,1
Joseph Ossai,77205,ED,CIN,17,2,7,10,16,2,5,12,1,59.3,188,18,5.1,1,2,5,1,90.6,318,351,31,5.7,0,5,4,0,40.7,129,13,6.6,4,4,2,5,6,7
Clelin Ferrell,25955,ED,WAS,17,1,32,5,11,0,0,3,0,6.2,12,3,12.5,0,0,0,0,94.6,194,205,19,5.7,1,5,8,0,93.8,182,16,5.2,3,3,0,3,3,0
Charles Snowden,62775,ED,LV,16,0,23,3,7,0,2,4,1,34.1,42,7,9.5,1,0,0,1,63.4,123,194,12,5.7,0,1,3,0,65.9,81,5,3.7,1,1,1,2,1,1
Akeem Davis-Gaither,34788,LB,CIN,17,3,7,1,4,2,1,2,0,46.5,20,3,7.5,0,0,0,0,13.8,44,320,5,5.7,0,0,2,0,53.5,23,2,4.3,0,0,0,0,0,0
Mike Hilton,10898,CB,CIN,16,0,7,1,5,0,1,2,0,56.6,30,3,5,0,0,1,0,11.8,53,449,6,5.7,0,0,3,0,43.4,23,3,6.5,0,0,0,0,0,1
Troy Reeder,38268,LB,LA,6,0,26,0,2,0,0,1,0,58.8,10,1,5,0,0,0,0,10.2,18,177,2,5.6,0,0,1,0,41.2,7,1,7.1,0,0,0,0,0,0
Jake Hansen,43645,LB,HST,6,0,13,0,1,0,0,0,0,71.4,5,0,0,0,0,0,0,11.8,9,76,1,5.6,0,0,0,0,28.6,2,0,0,0,0,0,0,0,0
Xavier Thomas,76807,ED,ARZ,14,1,1,1,7,0,0,6,1,64.5,80,9,7.5,3,3,1,1,82.1,124,151,11,5.6,1,1,1,0,35.5,44,2,2.3,0,0,0,3,3,1
Vonn Bell,10695,S,CIN,17,0,7,1,1,0,1,1,0,61.1,11,2,9.1,0,0,0,0,4.5,18,402,2,5.6,0,0,0,0,38.9,7,0,0,0,0,0,0,0,0
Isaiah Pola-Mao,60781,S,LV,17,0,23,0,0,0,0,0,0,22.2,4,0,0,0,0,0,0,3.3,18,540,1,5.6,0,0,0,0,77.8,14,1,7.1,1,1,2,1,1,2
Angelo Blackson,9533,DI,ARZ,1,0,1,0,1,0,0,0,0,44.4,4,0,0,0,0,0,0,100,9,9,1,5.6,0,0,1,0,55.6,5,1,10,0,0,0,0,0,0
Solomon Byrd,75742,ED,HST,1,0,13,1,0,0,1,0,0,77.8,7,1,7.1,0,0,0,0,100,9,9,1,5.6,0,0,0,0,22.2,2,0,0,0,0,0,0,0,0
Kaevon Merriweather,83257,S,TB,12,0,30,0,1,0,0,1,0,55.6,5,1,10,0,0,0,0,4.9,9,183,1,5.6,0,0,0,0,44.4,4,0,0,0,0,0,0,0,0
